UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,record_id,equipment_id,equipment_type,equipment_model,hospital_unit,timestamp,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,machine_failure,failure_type,severity,downtime_hours,maintenance_cost_usd,days_since_last_pm,technician_notes
100,H00014,H,300.8,312.3,1594,43.6,205,0,0,0,0,0,0,REC00100,MRI001,MRI,GE SIGNA Premier,Neurology,2024-01-04 00:00:00,300.8,312.3,1594,43.6,205,0,No Failure,Medium,0.0,0,165,Calibration verified. Sensor readings within tolerance.
101,H00015,H,297.6,307.3,1344,38.7,248,0,0,0,0,0,0,REC00101,CT001,CT Scanner,Canon Aquilion Prime,Oncology,2023-12-30 00:00:00,297.6,307.3,1344,38.7,248,0,No Failure,Medium,0.0,0,95,Calibration verified. Sensor readings within tolerance.
102,M00034,M,298.4,307.9,1623,41.4,229,0,0,0,0,0,0,REC00102,ULT001,Ultrasound,GE LOGIQ E10,General Ward,2024-11-27 00:00:00,298.4,307.9,1623,41.4,229,0,No Failure,Low,0.0,0,166,Calibration verified. Sensor readings within tolerance.
103,L00054,L,300.5,311.0,1505,46.6,26,0,0,0,0,0,0,REC00103,INF001,Infusion Pump,Baxter Sigma Spectrum,Cardiology,2024-11-27 00:00:00,300.5,311.0,1505,46.6,26,0,No Failure,Low,0.0,0,171,Scheduled check completed. No anomalies detected.
104,H00016,H,301.4,310.4,1459,53.1,19,0,0,0,0,0,0,REC00104,MRI001,MRI,Philips Ingenia 3T,Oncology,2024-03-25 00:00:00,301.4,310.4,1459,53.1,19,0,No Failure,Medium,0.0,0,76,Routine inspection completed. All parameters normal.
105,M00035,M,299.0,309.5,1519,46.6,51,0,0,0,0,0,0,REC00105,ULT001,Ultrasound,GE LOGIQ E10,Cardiology,2024-09-12 00:00:00,299.0,309.5,1519,46.6,51,0,No Failure,Medium,0.0,0,9,Routine inspection completed. All parameters normal.
106,M00036,M,301.7,310.7,1650,45.3,70,0,0,0,0,0,0,REC00106,ICU001,ICU Device,Nellcor PM1000N,Emergency,2023-08-17 00:00:00,301.7,310.7,1650,45.3,70,0,No Failure,Low,0.0,0,55,Scheduled check completed. No anomalies detected.
107,L00055,L,296.4,306.6,1168,35.0,219,0,0,0,0,0,0,REC00107,PAT001,Patient Monitor,Mindray N22,Emergency,2024-12-08 00:00:00,296.4,306.6,1168,35.0,219,0,No Failure,Low,0.0,0,98,Scheduled check completed. No anomalies detected.
108,L00056,L,297.9,309.3,1429,36.5,163,0,0,0,0,0,0,REC00108,VEN001,Ventilator,Drager Evita V500,ICU,2024-11-18 00:00:00,297.9,309.3,1429,36.5,163,0,No Failure,Low,0.0,0,68,Routine inspection completed. All parameters normal.
109,L00057,L,295.9,306.3,1636,44.5,238,0,0,0,0,0,0,REC00109,INF001,Infusion Pump,Baxter Sigma Spectrum,Oncology,2023-04-02 00:00:00,295.9,306.3,1636,44.5,238,0,No Failure,Low,0.0,0,0,Scheduled check completed. No anomalies detected.
110,H00017,H,298.2,307.8,1549,36.4,105,0,0,0,0,0,0,REC00110,MRI001,MRI,Philips Ingenia 3T,Oncology,2024-05-26 00:00:00,298.2,307.8,1549,36.4,105,0,No Failure,Medium,0.0,0,179,Calibration verified. Sensor readings within tolerance.
111,L00058,L,303.0,313.6,1274,44.5,103,0,0,0,0,0,0,REC00111,VEN001,Ventilator,Drager Evita V500,ICU,2023-12-01 00:00:00,303.0,313.6,1274,44.5,103,0,No Failure,Low,0.0,0,54,Preventive maintenance performed. Equipment functioning within specifications.
112,L00059,L,304.0,312.6,1168,31.8,70,0,0,0,0,0,0,REC00112,INF001,Infusion Pump,Baxter Sigma Spectrum,ICU,2023-07-14 00:00:00,304.0,312.6,1168,31.8,70,0,No Failure,Low,0.0,0,112,Calibration verified. Sensor readings within tolerance.
113,L00060,L,300.5,309.6,1840,59.3,110,0,0,0,0,0,0,REC00113,PAT001,Patient Monitor,Mindray N22,Cardiology,2023-10-28 00:00:00,300.5,309.6,1840,59.3,110,0,No Failure,Low,0.0,0,171,Routine inspection completed. All parameters normal.
114,M00037,M,298.7,308.3,1462,41.9,200,0,0,0,0,0,0,REC00114,ULT001,Ultrasound,GE LOGIQ E10,General Ward,2024-10-23 00:00:00,298.7,308.3,1462,41.9,200,0,No Failure,Low,0.0,0,98,Scheduled check completed. No anomalies detected.
115,L00061,L,299.6,310.3,1802,41.3,176,0,0,0,0,0,0,REC00115,INF001,Infusion Pump,Baxter Sigma Spectrum,Cardiology,2024-11-05 00:00:00,299.6,310.3,1802,41.3,176,0,No Failure,Low,0.0,0,125,Preventive maintenance performed. Equipment functioning within specifications.
116,H00018,H,300.9,311.4,1658,35.2,199,0,0,0,0,0,0,REC00116,MRI001,MRI,Philips Ingenia 3T,Oncology,2023-09-09 00:00:00,300.9,311.4,1658,35.2,199,0,No Failure,Medium,0.0,0,6,Routine inspection completed. All parameters normal.
117,M00038,M,296.9,307.4,1341,59.1,210,0,0,0,0,0,0,REC00117,ULT001,Ultrasound,GE LOGIQ E10,Cardiology,2023-12-04 00:00:00,296.9,307.4,1341,59.1,210,0,No Failure,Medium,0.0,0,126,Scheduled check completed. No anomalies detected.
118,M00039,M,298.9,308.8,1168,27.5,1,0,0,0,0,0,0,REC00118,ICU001,ICU Device,Nellcor PM1000N,Emergency,2024-01-12 00:00:00,298.9,308.8,1168,27.5,1,0,No Failure,Low,0.0,0,153,Preventive maintenance performed. Equipment functioning within specifications.
119,L00062,L,302.9,312.1,1407,33.0,60,0,0,0,0,0,0,REC00119,PAT001,Patient Monitor,Mindray N22,Emergency,2024-06-19 00:00:00,302.9,312.1,1407,33.0,60,0,No Failure,Low,0.0,0,166,Preventive maintenance performed. Equipment functioning within specifications.
120,M00040,M,297.9,309.4,1492,48.5,165,0,0,0,0,0,0,REC00120,ULT001,Ultrasound,GE LOGIQ E10,Radiology,2023-12-16 00:00:00,297.9,309.4,1492,48.5,165,0,No Failure,Low,0.0,0,15,Scheduled check completed. No anomalies detected.
121,M00041,M,298.5,307.8,1590,42.4,112,0,0,0,0,0,0,REC00121,ICU001,ICU Device,Nellcor PM1000N,Emergency,2023-10-17 00:00:00,298.5,307.8,1590,42.4,112,0,No Failure,Low,0.0,0,41,Preventive maintenance performed. Equipment functioning within specifications.
122,M00042,M,300.0,310.4,1277,34.2,29,0,0,0,0,0,0,REC00122,LAB001,Lab Analyzer,Beckman AU5800,General Ward,2024-11-05 00:00:00,300.0,310.4,1277,34.2,29,0,No Failure,Low,0.0,0,8,Routine inspection completed. All parameters normal.
123,L00063,L,300.6,310.5,1535,34.5,16,0,0,0,0,0,0,REC00123,VEN001,Ventilator,Drager Evita V500,ICU,2023-09-30 00:00:00,300.6,310.5,1535,34.5,16,0,No Failure,Low,0.0,0,166,Scheduled check completed. No anomalies detected.
124,L00064,L,298.7,309.3,1535,37.1,238,0,0,0,0,0,0,REC00124,INF001,Infusion Pump,Baxter Sigma Spectrum,ICU,2023-07-13 00:00:00,298.7,309.3,1535,37.1,238,0,No Failure,Low,0.0,0,49,Calibration verified. Sensor readings within tolerance.
125,L00065,L,300.2,309.5,1697,41.0,214,0,0,0,0,0,0,REC00125,PAT001,Patient Monitor,Mindray N22,Cardiology,2023-08-27 00:00:00,300.2,309.5,1697,41.0,214,0,No Failure,Low,0.0,0,96,Routine inspection completed. All parameters normal.
126,L00066,L,301.2,312.3,1438,55.5,80,0,0,0,0,0,0,REC00126,VEN001,Ventilator,Drager Evita V500,ICU,2023-09-01 00:00:00,301.2,312.3,1438,55.5,80,0,No Failure,Low,0.0,0,86,Routine inspection completed. All parameters normal.
127,L00067,L,303.9,315.3,1588,46.1,161,0,0,0,0,0,0,REC00127,INF001,Infusion Pump,Baxter Sigma Spectrum,Cardiology,2024-02-10 00:00:00,303.9,315.3,1588,46.1,161,0,No Failure,Low,0.0,0,124,Scheduled check completed. No anomalies detected.
128,L00068,L,299.7,310.7,1557,50.2,37,0,0,0,0,0,0,REC00128,PAT001,Patient Monitor,Mindray N22,ICU,2024-04-26 00:00:00,299.7,310.7,1557,50.2,37,0,No Failure,Low,0.0,0,162,Scheduled check completed. No anomalies detected.
129,L00069,L,299.9,310.1,1675,35.7,34,0,0,0,0,0,0,REC00129,VEN001,Ventilator,Drager Evita V500,ICU,2023-04-09 00:00:00,299.9,310.1,1675,35.7,34,0,No Failure,Low,0.0,0,58,Preventive maintenance performed. Equipment functioning within specifications.
130,M00043,M,303.1,312.6,1336,45.2,84,0,0,0,0,0,0,REC00130,ICU001,ICU Device,Nellcor PM1000N,Emergency,2024-10-09 00:00:00,303.1,312.6,1336,45.2,84,0,No Failure,Low,0.0,0,143,Routine inspection completed. All parameters normal.
131,L00070,L,298.9,310.9,1168,24.5,71,0,0,0,0,0,0,REC00131,PAT001,Patient Monitor,Mindray N22,Emergency,2023-07-05 00:00:00,298.9,310.9,1168,24.5,71,0,No Failure,Low,0.0,0,52,Preventive maintenance performed. Equipment functioning within specifications.
132,H00019,H,297.4,306.4,1452,41.8,247,0,0,0,0,0,0,REC00132,MRI001,MRI,Siemens MAGNETOM Vida,Radiology,2023-03-25 00:00:00,297.4,306.4,1452,41.8,247,0,No Failure,Medium,0.0,0,35,Routine inspection completed. All parameters normal.
133,M00044,M,300.5,311.4,1453,41.2,6,0,0,0,0,0,0,REC00133,ICU001,ICU Device,Nellcor PM1000N,Emergency,2024-05-02 00:00:00,300.5,311.4,1453,41.2,6,0,No Failure,Low,0.0,0,19,Routine inspection completed. All parameters normal.
134,L00071,L,302.2,312.5,1268,58.2,138,0,0,0,0,0,0,REC00134,PAT001,Patient Monitor,Mindray N22,General Ward,2023-06-03 00:00:00,302.2,312.5,1268,58.2,138,0,No Failure,Low,0.0,0,67,Calibration verified. Sensor readings within tolerance.
135,M00045,M,300.7,310.7,1198,55.6,216,0,0,0,0,0,0,REC00135,ULT001,Ultrasound,GE LOGIQ E10,Emergency,2024-07-01 00:00:00,300.7,310.7,1198,55.6,216,0,No Failure,Low,0.0,0,101,Routine inspection completed. All parameters normal.
136,L00072,L,299.8,310.0,1385,37.4,6,0,0,0,0,0,0,REC00136,INF001,Infusion Pump,Baxter Sigma Spectrum,ICU,2024-11-23 00:00:00,299.8,310.0,1385,37.4,6,0,No Failure,Low,0.0,0,141,Preventive maintenance performed. Equipment functioning within specifications.
137,H00020,H,297.1,306.6,1477,31.8,140,0,0,0,0,0,0,REC00137,CT001,CT Scanner,Canon Aquilion Prime,Oncology,2024-05-20 00:00:00,297.1,306.6,1477,31.8,140,0,No Failure,Medium,0.0,0,153,Preventive maintenance performed. Equipment functioning within specifications.
138,L00073,L,299.9,310.3,1519,32.1,96,0,0,0,0,0,0,REC00138,VEN001,Ventilator,Drager Evita V500,ICU,2024-07-21 00:00:00,299.9,310.3,1519,32.1,96,0,No Failure,Low,0.0,0,95,Calibration verified. Sensor readings within tolerance.
139,M00046,M,302.5,312.8,1168,37.1,54,0,0,0,0,0,0,REC00139,ICU001,ICU Device,Nellcor PM1000N,Emergency,2023-12-28 00:00:00,302.5,312.8,1168,37.1,54,0,No Failure,Medium,0.0,0,74,Preventive maintenance performed. Equipment functioning within specifications.
140,L00074,L,297.5,309.5,1168,53.0,59,0,0,0,0,0,0,REC00140,PAT001,Patient Monitor,Mindray N22,ICU,2023-09-10 00:00:00,297.5,309.5,1168,53.0,59,0,No Failure,Low,0.0,0,31,Scheduled check completed. No anomalies detected.
141,L00075,L,299.5,310.6,1725,44.1,206,0,0,0,0,0,0,REC00141,VEN001,Ventilator,Drager Evita V500,ICU,2024-03-23 00:00:00,299.5,310.6,1725,44.1,206,0,No Failure,Low,0.0,0,165,Calibration verified. Sensor readings within tolerance.
142,L00076,L,299.2,309.7,1462,45.2,117,0,0,0,0,0,0,REC00142,INF001,Infusion Pump,Baxter Sigma Spectrum,General Ward,2023-09-19 00:00:00,299.2,309.7,1462,45.2,117,0,No Failure,Low,0.0,0,71,Preventive maintenance performed. Equipment functioning within specifications.
143,H00021,H,298.6,309.2,1499,48.1,11,0,0,0,0,0,0,REC00143,CT001,CT Scanner,Canon Aquilion Prime,Oncology,2024-10-01 00:00:00,298.6,309.2,1499,48.1,11,0,No Failure,Medium,0.0,0,138,Preventive maintenance performed. Equipment functioning within specifications.
144,M00047,M,300.5,312.3,1233,30.1,103,0,0,0,0,0,0,REC00144,ULT001,Ultrasound,GE LOGIQ E10,Radiology,2023-12-09 00:00:00,300.5,312.3,1233,30.1,103,0,No Failure,Low,0.0,0,113,Scheduled check completed. No anomalies detected.
145,L00077,L,300.9,309.9,1499,32.9,206,0,0,0,0,0,0,REC00145,INF001,Infusion Pump,Baxter Sigma Spectrum,Oncology,2023-12-31 00:00:00,300.9,309.9,1499,32.9,206,0,No Failure,Low,0.0,0,168,Calibration verified. Sensor readings within tolerance.
146,L00078,L,300.9,310.7,1424,45.2,174,0,0,0,0,0,0,REC00146,PAT001,Patient Monitor,Mindray N22,General Ward,2024-05-06 00:00:00,300.9,310.7,1424,45.2,174,0,No Failure,Low,0.0,0,176,Scheduled check completed. No anomalies detected.
147,L00079,L,298.0,306.1,1376,32.2,241,0,0,0,0,0,0,REC00147,VEN001,Ventilator,Drager Evita V500,ICU,2023-05-19 00:00:00,298.0,306.1,1376,32.2,241,0,No Failure,Low,0.0,0,127,Calibration verified. Sensor readings within tolerance.
148,M00048,M,296.7,307.3,1207,24.7,195,0,0,0,0,0,0,REC00148,ICU001,ICU Device,Nellcor PM1000N,Emergency,2024-02-14 00:00:00,296.7,307.3,1207,24.7,195,0,No Failure,Low,0.0,0,119,Calibration verified. Sensor readings within tolerance.
149,L00080,L,300.5,311.4,1326,29.2,43,0,0,0,0,0,0,REC00149,PAT002,Patient Monitor,Mindray N22,Cardiology,2024-07-04 00:00:00,300.5,311.4,1326,29.2,43,0,No Failure,Low,0.0,0,24,Routine inspection completed. All parameters normal.
150,L00081,L,299.0,308.0,1894,50.5,16,0,0,0,0,0,0,REC00150,VEN001,Ventilator,Drager Evita V500,ICU,2024-07-20 00:00:00,299.0,308.0,1894,50.5,16,0,No Failure,Low,0.0,0,2,Preventive maintenance performed. Equipment functioning within specifications.
151,H00022,H,303.7,315.1,1430,36.3,117,0,0,0,0,0,0,REC00151,CT001,CT Scanner,GE Revolution CT,Emergency,2023-06-14 00:00:00,303.7,315.1,1430,36.3,117,0,No Failure,Medium,0.0,0,98,Preventive maintenance performed. Equipment functioning within specifications.
152,H00023,H,303.8,313.1,1657,42.3,112,0,0,0,0,0,0,REC00152,MRI001,MRI,Philips Ingenia 3T,Oncology,2023-02-09 00:00:00,303.8,313.1,1657,42.3,112,0,No Failure,Medium,0.0,0,127,Routine inspection completed. All parameters normal.
153,L00082,L,304.0,313.6,1460,29.7,138,0,0,0,0,0,0,REC00153,VEN001,Ventilator,Drager Evita V500,ICU,2023-05-22 00:00:00,304.0,313.6,1460,29.7,138,0,No Failure,Low,0.0,0,135,Scheduled check completed. No anomalies detected.
154,M00049,M,298.1,308.2,1437,43.8,169,0,0,0,0,0,0,REC00154,ICU001,ICU Device,Nellcor PM1000N,Emergency,2024-08-20 00:00:00,298.1,308.2,1437,43.8,169,0,No Failure,Low,0.0,0,45,Routine inspection completed. All parameters normal.
155,L00083,L,301.1,312.7,1372,37.3,64,0,0,0,0,0,0,REC00155,PAT002,Patient Monitor,Mindray N22,Emergency,2023-07-13 00:00:00,301.1,312.7,1372,37.3,64,0,No Failure,Low,0.0,0,91,Preventive maintenance performed. Equipment functioning within specifications.
156,M00050,M,301.7,310.9,1769,44.5,250,0,0,0,0,0,0,REC00156,ULT001,Ultrasound,GE LOGIQ E10,Radiology,2023-02-12 00:00:00,301.7,310.9,1769,44.5,250,0,No Failure,Low,0.0,0,156,Preventive maintenance performed. Equipment functioning within specifications.
157,L00084,L,301.5,311.8,1574,35.2,125,0,0,0,0,0,0,REC00157,INF001,Infusion Pump,Baxter Sigma Spectrum,Oncology,2024-03-11 00:00:00,301.5,311.8,1574,35.2,125,0,No Failure,Low,0.0,0,17,Routine inspection completed. All parameters normal.
158,M00051,M,299.3,310.1,1342,45.0,180,0,0,0,0,0,0,REC00158,LAB001,Lab Analyzer,Beckman AU5800,General Ward,2024-10-05 00:00:00,299.3,310.1,1342,45.0,180,0,No Failure,Low,0.0,0,69,Routine inspection completed. All parameters normal.
159,M00052,M,302.6,313.1,1421,34.7,103,0,0,0,0,0,0,REC00159,ULT001,Ultrasound,GE LOGIQ E10,Emergency,2023-06-13 00:00:00,302.6,313.1,1421,34.7,103,0,No Failure,Medium,0.0,0,170,Routine inspection completed. All parameters normal.
160,M00053,M,300.0,310.6,1715,39.2,173,0,0,0,0,0,0,REC00160,ICU001,ICU Device,Nellcor PM1000N,Emergency,2023-02-01 00:00:00,300.0,310.6,1715,39.2,173,0,No Failure,Medium,0.0,0,36,Preventive maintenance performed. Equipment functioning within specifications.
161,L00085,L,300.3,311.0,1168,37.3,248,0,0,0,0,0,0,REC00161,PAT002,Patient Monitor,Mindray N22,Cardiology,2023-04-13 00:00:00,300.3,311.0,1168,37.3,248,0,No Failure,Low,0.0,0,57,Routine inspection completed. All parameters normal.
162,H00024,H,296.9,306.4,1562,40.3,38,0,0,0,0,0,0,REC00162,MRI001,MRI,Siemens MAGNETOM Vida,Radiology,2023-04-04 00:00:00,296.9,306.4,1562,40.3,38,0,No Failure,Medium,0.0,0,84,Routine inspection completed. All parameters normal.
163,L00086,L,301.3,313.0,1607,42.8,110,0,0,0,0,0,0,REC00163,INF001,Infusion Pump,Baxter Sigma Spectrum,Cardiology,2023-05-30 00:00:00,301.3,313.0,1607,42.8,110,0,No Failure,Low,0.0,0,124,Scheduled check completed. No anomalies detected.
164,L00087,L,299.5,309.4,1350,35.1,176,0,0,0,0,0,0,REC00164,PAT002,Patient Monitor,Mindray N22,ICU,2023-05-12 00:00:00,299.5,309.4,1350,35.1,176,0,No Failure,Low,0.0,0,46,Routine inspection completed. All parameters normal.
165,M00054,M,300.9,310.7,1530,38.8,216,0,0,0,0,0,0,REC00165,ULT001,Ultrasound,GE LOGIQ E10,Cardiology,2024-04-10 00:00:00,300.9,310.7,1530,38.8,216,0,No Failure,Low,0.0,0,143,Preventive maintenance performed. Equipment functioning within specifications.
166,L00088,L,300.5,311.8,1600,41.9,161,0,0,0,0,0,0,REC00166,INF001,Infusion Pump,Baxter Sigma Spectrum,General Ward,2023-06-12 00:00:00,300.5,311.8,1600,41.9,161,0,No Failure,Low,0.0,0,42,Scheduled check completed. No anomalies detected.
167,H00025,H,300.4,309.7,1253,45.1,58,0,0,0,0,0,0,REC00167,CT001,CT Scanner,Canon Aquilion Prime,Oncology,2024-02-05 00:00:00,300.4,309.7,1253,45.1,58,0,No Failure,Medium,0.0,0,66,Calibration verified. Sensor readings within tolerance.
168,H00026,H,299.9,310.2,1668,39.2,163,0,0,0,0,0,0,REC00168,MRI001,MRI,Siemens MAGNETOM Vida,Radiology,2023-10-21 00:00:00,299.9,310.2,1668,39.2,163,0,No Failure,Medium,0.0,0,103,Preventive maintenance performed. Equipment functioning within specifications.
169,L00089,L,301.6,310.9,1559,31.1,157,0,0,0,0,0,0,REC00169,INF001,Infusion Pump,Baxter Sigma Spectrum,Oncology,2024-04-22 00:00:00,301.6,310.9,1559,31.1,157,0,No Failure,Low,0.0,0,2,Preventive maintenance performed. Equipment functioning within specifications.
170,H00027,H,299.6,311.6,1469,40.9,11,0,0,0,0,0,0,REC00170,MRI001,MRI,Philips Ingenia 3T,Oncology,2024-04-23 00:00:00,299.6,311.6,1469,40.9,11,0,No Failure,Medium,0.0,0,138,Calibration verified. Sensor readings within tolerance.
171,L00090,L,297.1,309.1,1520,46.7,153,0,0,0,0,0,0,REC00171,VEN001,Ventilator,Drager Evita V500,ICU,2024-03-08 00:00:00,297.1,309.1,1520,46.7,153,0,No Failure,Low,0.0,0,121,Preventive maintenance performed. Equipment functioning within specifications.
172,M00055,M,301.1,311.0,1641,26.7,134,0,0,0,0,0,0,REC00172,ICU001,ICU Device,Nellcor PM1000N,Emergency,2024-10-13 00:00:00,301.1,311.0,1641,26.7,134,0,No Failure,Low,0.0,0,151,Calibration verified. Sensor readings within tolerance.
173,L00091,L,298.4,308.9,1963,26.8,73,0,0,0,0,0,0,REC00173,PAT002,Patient Monitor,Mindray N22,Cardiology,2023-05-24 00:00:00,298.4,308.9,1963,26.8,73,0,No Failure,Low,0.0,0,49,Calibration verified. Sensor readings within tolerance.
174,H00028,H,297.4,307.4,1621,33.4,60,0,0,0,0,0,0,REC00174,MRI001,MRI,Siemens MAGNETOM Vida,Radiology,2024-01-18 00:00:00,297.4,307.4,1621,33.4,60,0,No Failure,Medium,0.0,0,71,Preventive maintenance performed. Equipment functioning within specifications.
175,L00092,L,298.0,307.6,1662,38.1,194,0,0,0,0,0,0,REC00175,INF001,Infusion Pump,Baxter Sigma Spectrum,Cardiology,2023-10-15 00:00:00,298.0,307.6,1662,38.1,194,0,No Failure,Low,0.0,0,162,Routine inspection completed. All parameters normal.
176,L00093,L,300.6,310.7,1538,18.0,16,0,0,0,0,0,0,REC00176,PAT002,Patient Monitor,Mindray N22,ICU,2024-01-24 00:00:00,300.6,310.7,1538,18.0,16,0,No Failure,Low,0.0,0,12,Routine inspection completed. All parameters normal.
177,L00094,L,299.8,309.8,1880,45.7,71,0,0,0,0,0,0,REC00177,VEN001,Ventilator,Drager Evita V500,ICU,2023-04-13 00:00:00,299.8,309.8,1880,45.7,71,0,No Failure,Low,0.0,0,88,Calibration verified. Sensor readings within tolerance.
178,H00029,H,295.7,304.2,1206,38.2,177,0,0,0,0,0,0,REC00178,MRI001,MRI,GE SIGNA Premier,Neurology,2023-08-22 00:00:00,295.7,304.2,1206,38.2,177,0,No Failure,Medium,0.0,0,87,Scheduled check completed. No anomalies detected.
179,H00030,H,299.2,309.5,1168,16.5,52,0,0,0,0,0,0,REC00179,CT001,CT Scanner,Canon Aquilion Prime,Oncology,2024-11-17 00:00:00,299.2,309.5,1168,16.5,52,0,No Failure,Medium,0.0,0,80,Calibration verified. Sensor readings within tolerance.
180,M00056,M,302.3,312.3,1530,28.9,29,0,0,0,0,0,0,REC00180,ULT001,Ultrasound,GE LOGIQ E10,Radiology,2024-08-07 00:00:00,302.3,312.3,1530,28.9,29,0,No Failure,Medium,0.0,0,78,Calibration verified. Sensor readings within tolerance.
181,H00031,H,299.1,309.4,1632,37.0,248,0,0,0,0,0,0,REC00181,CT001,CT Scanner,GE Revolution CT,Emergency,2023-11-08 00:00:00,299.1,309.4,1632,37.0,248,0,No Failure,Medium,0.0,0,135,Calibration verified. Sensor readings within tolerance.
182,H00032,H,299.7,309.6,1168,22.3,143,0,0,0,0,0,0,REC00182,MRI001,MRI,Philips Ingenia 3T,Oncology,2023-03-22 00:00:00,299.7,309.6,1168,22.3,143,0,No Failure,Medium,0.0,0,35,Routine inspection completed. All parameters normal.
183,M00057,M,302.1,311.7,1499,49.7,67,0,0,0,0,0,0,REC00183,ULT001,Ultrasound,GE LOGIQ E10,Emergency,2024-04-18 00:00:00,302.1,311.7,1499,49.7,67,0,No Failure,Low,0.0,0,161,Routine inspection completed. All parameters normal.
184,L00095,L,301.6,312.5,1463,41.9,38,0,0,0,0,0,0,REC00184,INF001,Infusion Pump,Baxter Sigma Spectrum,ICU,2023-08-08 00:00:00,301.6,312.5,1463,41.9,38,0,No Failure,Low,0.0,0,162,Routine inspection completed. All parameters normal.
185,M00058,M,302.0,312.6,1648,46.8,1,0,0,0,0,0,0,REC00185,LAB001,Lab Analyzer,Beckman AU5800,General Ward,2023-08-29 00:00:00,302.0,312.6,1648,46.8,1,0,No Failure,Medium,0.0,0,32,Calibration verified. Sensor readings within tolerance.
186,M00059,M,295.0,306.4,1585,29.7,189,0,0,0,0,0,0,REC00186,ULT001,Ultrasound,GE LOGIQ E10,General Ward,2023-03-12 00:00:00,295.0,306.4,1585,29.7,189,0,No Failure,Low,0.0,0,176,Scheduled check completed. No anomalies detected.
187,L00096,L,303.5,314.0,1168,44.1,90,0,0,0,0,0,0,REC00187,INF002,Infusion Pump,Baxter Sigma Spectrum,Cardiology,2023-07-31 00:00:00,303.5,314.0,1168,44.1,90,0,No Failure,Low,0.0,0,47,Routine inspection completed. All parameters normal.
188,L00097,L,301.3,311.1,1283,33.4,49,0,0,0,0,0,0,REC00188,PAT002,Patient Monitor,Mindray N22,ICU,2023-06-06 00:00:00,301.3,311.1,1283,33.4,49,0,No Failure,Low,0.0,0,9,Preventive maintenance performed. Equipment functioning within specifications.
189,M00060,M,304.0,314.6,1338,38.1,228,0,0,0,0,0,0,REC00189,ULT001,Ultrasound,GE LOGIQ E10,Cardiology,2023-01-25 00:00:00,304.0,314.6,1338,38.1,228,0,No Failure,Medium,0.0,0,72,Preventive maintenance performed. Equipment functioning within specifications.
