UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
375,L00190,L,299.1,308.1,1243,21.3,26,0,0,0,0,0,0
376,L00191,L,300.2,309.5,1733,46.2,247,0,0,0,0,0,0
377,H00070,H,298.8,308.6,1505,48.9,238,0,0,0,0,0,0
378,L00192,L,299.6,309.1,1168,38.0,150,0,0,0,0,0,0
379,L00193,L,304.0,313.2,1259,48.9,36,0,0,0,0,0,0
380,M00117,M,300.4,309.1,1535,51.7,239,0,0,0,0,0,0
381,M00118,M,300.9,312.9,1580,45.3,226,0,0,0,0,0,0
382,H00071,H,298.6,308.1,1183,18.3,250,0,0,0,0,0,0
383,M00119,M,302.0,312.4,1506,28.5,128,0,0,0,0,0,0
384,L00194,L,301.5,309.8,1664,56.9,88,0,0,0,0,0,0
385,L00195,L,301.5,312.9,1699,40.8,95,0,0,0,0,0,0
386,H00072,H,300.4,310.6,1417,40.9,125,0,0,0,0,0,0
387,M00120,M,302.1,311.6,1587,31.7,230,0,0,0,0,0,0
388,H00073,H,302.5,312.1,1714,33.6,32,0,0,0,0,0,0
389,L00196,L,300.6,311.4,1670,51.9,164,0,0,0,0,0,0
390,H00074,H,299.8,307.8,1678,55.0,231,0,0,0,0,0,0
391,M00121,M,301.8,311.0,1522,48.0,69,0,0,0,0,0,0
392,L00197,L,298.2,308.1,1481,45.5,132,0,0,0,0,0,0
393,M00122,M,298.6,308.4,1554,46.3,200,0,0,0,0,0,0
394,M00123,M,299.9,311.9,1347,39.3,130,0,0,0,0,0,0
395,L00198,L,296.5,306.2,1722,28.0,133,0,0,0,0,0,0
396,L00199,L,301.7,312.6,1193,25.8,193,0,0,0,0,0,0
397,H00075,H,298.1,309.9,1399,53.1,41,0,0,0,0,0,0
398,L00200,L,299.1,309.7,1492,39.7,180,0,0,0,0,0,0
399,L00201,L,299.6,308.9,1593,44.8,231,0,0,0,0,0,0
400,L00202,L,300.1,308.8,1631,42.1,25,0,0,0,0,0,0
401,L00203,L,299.3,310.1,1797,42.6,15,0,0,0,0,0,0
402,H00076,H,299.9,311.5,1515,43.4,22,0,0,0,0,0,0
403,M00124,M,299.9,310.4,1356,47.0,186,0,0,0,0,0,0
404,L00204,L,299.1,310.3,1470,32.3,98,0,0,0,0,0,0
405,H00077,H,298.5,310.5,1436,51.8,117,0,0,0,0,0,0
406,H00078,H,302.2,313.0,1603,32.6,184,0,0,0,0,0,0
407,L00205,L,295.8,304.7,1286,42.4,132,0,0,0,0,0,0
408,H00079,H,299.6,309.6,1464,28.2,151,0,0,0,0,0,0
409,L00206,L,299.1,310.4,1824,38.3,215,0,0,0,0,0,0
410,H00080,H,300.8,310.6,1535,33.4,114,0,0,0,0,0,0
411,M00125,M,297.1,308.6,1289,40.2,221,0,0,0,0,0,0
412,M00126,M,299.0,308.9,1432,47.4,132,0,0,0,0,0,0
413,L00207,L,299.8,310.1,1168,40.8,101,0,0,0,0,0,0
414,H00081,H,302.1,311.8,1488,59.6,66,0,0,0,0,0,0
415,L00208,L,300.7,310.8,1829,48.0,184,0,0,0,0,0,0
416,L00209,L,297.6,307.8,1262,37.7,157,0,0,0,0,0,0
417,L00210,L,299.0,307.4,1208,39.1,204,0,0,0,0,0,0
418,M00127,M,301.8,311.3,1369,43.8,138,0,0,0,0,0,0
419,L00211,L,297.6,306.4,1684,47.0,219,0,0,0,0,0,0
420,H00082,H,299.8,309.4,1840,27.7,72,0,0,0,0,0,0
421,M00128,M,300.0,309.2,1589,46.4,184,0,0,0,0,0,0
422,L00212,L,299.2,310.2,1242,27.9,99,0,0,0,0,0,0
423,L00213,L,304.0,315.0,1495,45.4,28,0,0,0,0,0,0
424,L00214,L,299.2,309.7,1857,51.0,133,0,0,0,0,0,0
425,M00129,M,300.9,309.6,1437,43.0,58,0,0,0,0,0,0
426,H00083,H,298.5,308.4,1528,16.7,15,0,0,0,0,0,0
427,L00215,L,301.1,309.7,1548,22.2,91,0,0,0,0,0,0
428,H00084,H,301.7,311.6,1190,45.6,247,0,0,0,0,0,0
429,L00216,L,298.8,309.5,1699,15.5,226,0,0,0,0,0,0
430,H00085,H,299.9,310.9,1670,46.1,247,0,0,0,0,0,0
431,H00086,H,298.2,308.7,1168,49.8,7,0,0,0,0,0,0
432,M00130,M,297.7,309.0,1233,51.4,38,0,0,0,0,0,0
433,M00131,M,302.1,312.3,1306,37.6,59,0,0,0,0,0,0
434,H00087,H,298.9,308.7,1649,44.4,186,0,0,0,0,0,0
435,L00217,L,295.2,306.0,1349,42.1,247,0,0,0,0,0,0
436,L00218,L,303.5,314.4,1580,25.3,102,0,0,0,0,0,0
437,L00219,L,298.4,307.9,1463,47.5,147,0,0,0,0,0,0
438,M00132,M,299.5,309.9,1514,53.9,22,0,0,0,0,0,0
439,M00133,M,303.3,313.0,1599,46.9,159,0,0,0,0,0,0
440,M00134,M,299.7,307.7,1554,35.0,227,0,0,0,0,0,0
441,H00088,H,299.7,310.1,1496,47.4,166,0,0,0,0,0,0
442,L00220,L,297.5,306.2,1565,53.0,165,0,0,0,0,0,0
443,M00135,M,296.7,307.1,1543,51.7,123,0,0,0,0,0,0
444,L00221,L,299.7,308.1,1458,50.3,113,0,0,0,0,0,0
445,L00222,L,300.7,310.0,1413,24.1,93,0,0,0,0,0,0
446,M00136,M,300.6,310.2,1876,44.0,207,0,0,0,0,0,0
447,H00089,H,299.0,310.2,1411,46.5,163,0,0,0,0,0,0
448,M00137,M,300.0,309.5,1773,50.4,75,0,0,0,0,0,0
449,L00223,L,296.3,305.3,1362,45.2,131,0,0,0,0,0,0
450,M00138,M,300.9,311.3,1662,55.5,29,0,0,0,0,0,0
451,L00224,L,300.3,310.1,1856,21.7,11,0,0,0,0,0,0
452,H00090,H,303.9,314.7,1432,45.6,34,0,0,0,0,0,0
453,M00139,M,300.0,309.0,1366,44.8,219,0,0,0,0,0,0
454,L00225,L,298.1,308.3,1414,49.0,65,0,0,0,0,0,0
455,L00226,L,299.9,311.9,1496,55.4,243,0,0,0,0,0,0
456,L00227,L,299.3,309.1,1564,31.1,85,0,0,0,0,0,0
457,H00091,H,300.9,311.1,1492,55.1,103,0,0,0,0,0,0
458,L00228,L,300.1,308.4,1416,48.1,205,0,0,0,0,0,0
459,M00140,M,297.5,306.6,1890,38.1,56,0,0,0,0,0,0
460,M00141,M,296.7,307.2,1459,30.9,230,0,0,0,0,0,0
461,M00142,M,300.5,310.2,1375,42.0,165,0,0,0,0,0,0
462,L00229,L,302.8,313.4,1666,42.9,15,0,0,0,0,0,0
463,H00092,H,300.2,310.6,1669,43.4,242,0,0,0,0,0,0
464,L00230,L,301.6,310.3,1782,33.7,72,0,0,0,0,0,0
465,M00143,M,302.0,313.0,1885,46.1,58,0,0,0,0,0,0
466,M00144,M,300.5,309.3,1569,35.9,227,0,0,0,0,0,0
467,M00145,M,298.4,307.6,1442,52.2,82,0,0,0,0,0,0
468,H00093,H,300.4,310.6,1168,57.1,182,0,0,0,0,0,0
469,L00231,L,302.4,314.0,1312,31.9,8,0,0,0,0,0,0
470,M00146,M,301.1,310.1,1541,40.6,233,0,0,0,0,0,0
471,L00232,L,301.5,311.6,1263,49.7,103,0,0,0,0,0,0
472,L00233,L,299.1,309.2,1182,42.8,45,0,0,0,0,0,0
473,L00234,L,299.6,310.3,1513,26.5,248,0,0,0,0,0,0
474,L00235,L,299.8,310.9,1655,48.6,187,0,0,0,0,0,0
475,L00236,L,299.9,309.5,1450,33.9,200,0,0,0,0,0,0
476,L00237,L,302.3,313.3,1679,42.0,126,0,0,0,0,0,0
477,L00238,L,295.3,306.6,1623,30.1,174,0,0,0,0,0,0
478,M00147,M,300.1,311.8,1729,47.9,73,0,0,0,0,0,0
479,M00148,M,299.8,310.3,1934,35.8,131,0,0,0,0,0,0
480,L00239,L,297.3,307.4,2022,49.0,96,0,0,0,0,0,0
481,L00240,L,301.3,310.9,1646,37.9,107,0,0,0,0,0,0
482,L00241,L,298.6,307.1,1408,35.2,1,0,0,0,0,0,0
483,M00149,M,299.3,309.0,1512,44.1,205,0,0,0,0,0,0
484,L00242,L,303.7,313.8,1814,29.3,55,0,0,0,0,0,0
485,L00243,L,302.0,311.9,1321,58.0,119,0,0,0,0,0,0
486,L00244,L,301.1,311.7,1789,41.9,166,0,0,0,0,0,0
487,L00245,L,300.8,309.3,1466,34.3,8,0,0,0,0,0,0
488,L00246,L,299.7,309.5,1545,36.0,86,0,0,0,0,0,0
489,M00150,M,304.0,316.0,1338,40.2,66,0,0,0,0,0,0
490,M00151,M,301.6,312.6,1235,50.0,33,0,0,0,0,0,0
491,M00152,M,298.5,309.1,1444,31.1,205,0,0,0,0,0,0
492,M00153,M,297.2,307.6,1760,36.3,137,0,0,0,0,0,0
493,M00154,M,301.1,310.8,1359,39.5,115,0,0,0,0,0,0
494,L00247,L,299.9,308.1,1822,55.4,33,0,0,0,0,0,0
495,M00155,M,297.1,307.6,1385,50.0,130,0,0,0,0,0,0
496,M00156,M,300.9,308.9,1286,55.9,67,1,0,1,0,0,0
497,L00248,L,299.5,309.1,1550,40.3,32,0,0,0,0,0,0
498,M00157,M,301.1,311.1,1635,54.3,133,0,0,0,0,0,0
499,L00249,L,300.9,310.4,1537,52.7,172,0,0,0,0,0,0
500,M00158,M,298.8,310.8,1530,47.0,14,0,0,0,0,0,0
501,M00159,M,301.3,313.1,1820,47.8,14,0,0,0,0,0,0
502,H00094,H,299.0,310.0,1518,34.1,186,0,0,0,0,0,0
503,H00095,H,299.1,308.2,1405,58.3,52,0,0,0,0,0,0
504,M00160,M,298.9,310.9,1273,37.5,38,0,0,0,0,0,0
505,M00161,M,302.3,312.9,1754,45.6,243,0,0,0,0,0,0
506,M00162,M,299.4,308.5,1414,46.8,45,0,0,0,0,0,0
507,L00250,L,302.7,312.8,1434,26.3,173,0,0,0,0,0,0
508,H00096,H,303.6,314.5,1710,39.5,206,0,0,0,0,0,0
509,L00251,L,298.5,307.9,1910,42.0,83,0,0,0,0,0,0
510,L00252,L,295.0,305.1,1550,38.9,117,0,0,0,0,0,0
511,L00253,L,302.1,312.4,1472,39.6,140,0,0,0,0,0,0
512,H00097,H,299.3,308.2,1498,54.9,50,0,0,0,0,0,0
513,L00254,L,298.3,308.0,1408,31.7,74,0,0,0,0,0,0
514,L00255,L,298.8,307.8,1428,27.3,243,0,0,0,0,0,0
515,L00256,L,299.2,310.0,1429,34.1,69,0,0,0,0,0,0
516,L00257,L,302.6,311.7,1682,47.4,205,0,0,0,0,0,0
517,L00258,L,300.3,310.6,1482,48.4,135,0,0,0,0,0,0
518,M00163,M,302.6,311.2,1771,46.1,163,0,0,0,0,0,0
519,L00259,L,301.0,309.9,1476,49.1,115,0,0,0,0,0,0
520,H00098,H,299.4,308.2,1426,42.6,148,0,0,0,0,0,0
521,H00099,H,299.2,308.9,1755,34.8,136,0,0,0,0,0,0
522,L00260,L,301.1,311.3,1504,30.5,121,0,0,0,0,0,0
523,L00261,L,301.6,312.0,1474,27.4,203,0,0,0,0,0,0
524,M00164,M,302.0,310.2,1506,37.7,222,0,0,0,0,0,0
525,L00262,L,299.5,309.3,1793,47.9,64,0,0,0,0,0,0
526,L00263,L,300.4,309.6,1561,42.4,34,0,0,0,0,0,0
527,H00100,H,301.2,311.7,1749,40.2,205,0,0,0,0,0,0
528,H00101,H,299.2,309.0,1453,29.4,53,0,0,0,0,0,0
529,M00165,M,297.7,307.6,1717,65.8,219,0,0,0,0,0,0
530,L00264,L,298.4,307.6,1547,31.7,25,0,0,0,0,0,0
531,M00166,M,299.5,311.2,1676,41.2,23,0,0,0,0,0,0
532,M00167,M,301.3,310.0,1693,50.0,45,0,0,0,0,0,0
533,L00265,L,302.5,312.1,1311,40.4,2,0,0,0,0,0,0
534,M00168,M,297.3,307.4,1514,31.9,189,0,0,0,0,0,0
535,L00266,L,298.8,308.6,1691,48.1,100,0,0,0,0,0,0
536,L00267,L,299.3,308.5,1723,26.6,239,0,0,0,0,0,0
537,M00169,M,301.6,309.8,1750,57.4,92,0,0,0,0,0,0
538,L00268,L,298.9,308.3,1520,42.8,177,0,0,0,0,0,0
539,L00269,L,299.1,308.2,1808,37.5,172,0,0,0,0,0,0
540,H00102,H,297.2,308.9,1368,25.8,82,0,0,0,0,0,0
541,H00103,H,301.0,313.0,1201,28.5,225,0,0,0,0,0,0
542,M00170,M,299.7,309.6,1444,39.5,100,0,0,0,0,0,0
543,H00104,H,298.7,307.3,1739,58.9,139,0,0,0,0,0,0
544,H00105,H,299.5,310.2,1282,42.3,100,0,0,0,0,0,0
545,L00270,L,302.3,311.3,1206,43.5,110,0,0,0,0,0,0
546,L00271,L,298.0,307.4,1168,43.9,13,0,0,0,0,0,0
547,L00272,L,298.3,307.7,1647,63.6,78,0,0,0,0,0,0
548,L00273,L,302.5,312.0,1210,35.6,239,0,0,0,0,0,0
549,M00171,M,300.2,309.8,1609,55.7,210,0,0,0,0,0,0
550,L00274,L,301.3,310.0,1434,36.0,222,0,0,0,0,0,0
551,L00275,L,300.8,310.1,1345,33.0,180,0,0,0,0,0,0
552,L00276,L,299.9,310.9,1300,39.2,165,0,0,0,0,0,0
553,L00277,L,299.3,309.3,1541,39.2,227,0,0,0,0,0,0
554,H00106,H,301.7,311.8,1349,45.6,136,0,0,0,0,0,0
555,L00278,L,302.3,310.3,1499,16.8,231,0,0,0,0,0,0
556,L00279,L,302.2,313.1,1580,41.5,105,0,0,0,0,0,0
557,L00280,L,297.6,306.9,1622,34.0,151,0,0,0,0,0,0
558,L00281,L,302.6,313.7,1686,32.8,119,0,0,0,0,0,0
559,M00172,M,299.3,309.4,1532,27.0,4,0,0,0,0,0,0
560,L00282,L,298.5,307.9,1289,36.4,50,0,0,0,0,0,0
561,L00283,L,299.7,308.0,1593,34.8,234,0,0,0,0,0,0
562,L00284,L,301.7,313.7,1631,35.7,151,0,0,0,0,0,0
563,H00107,H,301.1,311.9,1463,23.6,11,0,0,0,0,0,0
564,M00173,M,299.5,310.4,1442,41.0,244,0,0,0,0,0,0
565,M00174,M,301.7,313.5,1995,32.1,234,0,0,0,0,0,0
566,M00175,M,300.3,310.5,1241,23.6,180,0,0,0,0,0,0
567,M00176,M,298.9,310.2,1598,34.5,71,0,0,0,0,0,0
568,L00285,L,298.6,308.1,1709,32.3,74,0,0,0,0,0,0
569,L00286,L,300.8,311.6,1431,40.4,218,0,0,0,0,0,0
570,M00177,M,299.8,309.2,1466,34.4,15,0,0,0,0,0,0
571,L00287,L,297.2,306.7,1419,25.5,60,0,0,0,0,0,0
572,H00108,H,301.7,311.8,1500,31.1,42,0,0,0,0,0,0
573,L00288,L,299.0,307.8,1679,22.7,181,0,0,0,0,0,0
574,M00178,M,303.2,313.5,1460,51.4,96,0,0,0,0,0,0
575,H00109,H,297.2,306.9,2122,53.0,231,0,0,0,0,0,0
576,M00179,M,299.6,307.7,1409,54.2,203,0,0,0,0,0,0
577,H00110,H,298.6,308.1,1775,34.1,249,0,0,0,0,0,0
578,M00180,M,298.0,307.7,1608,53.0,75,0,0,0,0,0,0
579,H00111,H,299.0,309.9,1521,44.1,120,0,0,0,0,0,0
580,L00289,L,303.5,313.8,1794,31.8,166,0,0,0,0,0,0
581,L00290,L,300.3,311.7,1179,33.7,246,0,0,0,0,0,0
582,M00181,M,298.4,308.9,1585,38.3,87,0,0,0,0,0,0
583,L00291,L,296.3,305.8,1356,41.0,82,0,0,0,0,0,0
584,L00292,L,296.6,306.5,1412,43.6,158,0,0,0,0,0,0
585,H00112,H,298.9,308.6,1403,40.0,168,0,0,0,0,0,0
586,M00182,M,298.7,309.2,1307,36.5,47,0,0,0,0,0,0
587,L00293,L,299.6,309.6,1169,53.5,114,0,0,0,0,0,0
588,L00294,L,295.5,304.8,1577,38.9,95,0,0,0,0,0,0
589,L00295,L,299.8,309.8,1486,38.3,106,0,0,0,0,0,0
590,L00296,L,302.1,312.5,1439,37.8,35,0,0,0,0,0,0
591,H00113,H,303.2,312.2,1651,38.9,163,0,0,0,0,0,0
592,L00297,L,296.2,306.5,1590,26.4,47,0,0,0,0,0,0
593,L00298,L,298.4,306.8,1446,30.0,6,0,0,0,0,0,0
594,M00183,M,298.3,309.4,2110,64.5,125,0,0,0,0,0,0
595,L00299,L,300.3,310.8,1703,23.5,9,0,0,0,0,0,0
596,L00300,L,297.6,309.2,1988,42.7,168,0,0,0,0,0,0
597,M00184,M,303.4,312.2,1417,43.4,150,0,0,0,0,0,0
598,M00185,M,300.1,311.2,1549,50.1,143,0,0,0,0,0,0
599,H00114,H,299.8,310.7,1252,43.7,24,0,0,0,0,0,0
600,M00186,M,303.2,313.0,1433,58.9,31,0,0,0,0,0,0
601,L00301,L,300.0,309.6,1383,42.4,168,0,0,0,0,0,0
602,M00187,M,300.8,309.7,2099,53.5,8,0,0,0,0,0,0
603,H00115,H,298.5,307.2,1361,50.4,29,0,0,0,0,0,0
604,M00188,M,297.3,306.5,1453,55.4,193,0,0,0,0,0,0
605,H00116,H,298.8,307.5,1209,40.2,42,0,0,0,0,0,0
606,M00189,M,304.0,315.6,1606,44.0,125,0,0,0,0,0,0
607,H00117,H,301.3,309.8,1319,36.3,24,0,0,0,0,0,0
608,L00302,L,300.5,310.7,1683,41.6,59,0,0,0,0,0,0
609,M00190,M,298.0,308.5,1168,42.1,222,0,0,0,0,0,0
610,L00303,L,301.8,312.2,1475,19.2,190,0,0,0,0,0,0
611,M00191,M,297.3,307.7,1168,38.6,47,0,0,0,0,0,0
612,M00192,M,296.9,307.8,1401,48.9,54,0,0,0,0,0,0
613,H00118,H,298.9,308.4,1442,26.5,119,0,0,0,0,0,0
614,H00119,H,303.9,314.0,1380,30.1,159,0,0,0,0,0,0
615,L00304,L,303.8,313.5,1399,51.6,147,0,0,0,0,0,0
616,M00193,M,299.1,310.4,1694,53.4,72,0,0,0,0,0,0
617,M00194,M,298.7,310.7,1934,33.8,239,0,0,0,0,0,0
618,L00305,L,296.7,305.5,1567,41.7,211,0,0,0,0,0,0
619,L00306,L,300.2,308.2,1327,39.2,164,0,0,0,0,0,0
620,L00307,L,300.3,310.9,1512,51.8,229,0,0,0,0,0,0
621,M00195,M,301.6,312.6,1429,34.7,74,0,0,0,0,0,0
622,L00308,L,301.8,313.8,1677,36.2,75,0,0,0,0,0,0
623,H00120,H,299.6,310.3,1557,53.4,78,0,0,0,0,0,0
624,L00309,L,301.1,312.5,1184,30.0,40,0,0,0,0,0,0
625,H00121,H,298.6,310.3,1719,35.0,35,0,0,0,0,0,0
626,L00310,L,301.1,312.5,1693,41.3,230,0,0,0,0,0,0
627,M00196,M,299.0,309.9,1799,55.2,217,0,0,0,0,0,0
628,L00311,L,300.9,309.6,1396,28.1,138,0,0,0,0,0,0
629,M00197,M,300.8,310.7,1560,32.9,167,0,0,0,0,0,0
630,H00122,H,300.1,310.4,1263,45.9,60,0,0,0,0,0,0
631,H00123,H,301.6,311.5,1489,47.5,5,0,0,0,0,0,0
632,H00124,H,296.9,306.8,1579,42.1,111,0,0,0,0,0,0
633,L00312,L,297.9,309.4,1372,38.8,169,0,0,0,0,0,0
634,L00313,L,299.5,308.7,1568,41.3,172,0,0,0,0,0,0
635,L00314,L,297.1,307.9,1533,24.9,152,0,0,0,0,0,0
636,L00315,L,299.2,309.5,1410,41.0,234,0,0,0,0,0,0
637,M00198,M,299.3,308.4,1779,54.8,52,0,0,0,0,0,0
638,M00199,M,302.6,311.5,1453,26.8,66,0,0,0,0,0,0
639,M00200,M,300.3,308.6,1526,32.2,20,0,0,0,0,0,0
640,H00125,H,302.1,312.5,1206,36.0,236,0,0,0,0,0,0
641,M00201,M,300.6,310.5,1603,36.7,115,0,0,0,0,0,0
642,H00126,H,298.9,308.1,1404,58.4,101,0,0,0,0,0,0
643,L00316,L,300.3,308.4,1691,30.7,249,0,0,0,0,0,0
644,L00317,L,301.5,311.9,1237,28.7,108,0,0,0,0,0,0
645,M00202,M,302.4,312.2,1586,47.7,84,0,0,0,0,0,0
646,H00127,H,299.7,309.0,1168,33.5,52,0,0,0,0,0,0
647,L00318,L,296.7,305.7,1623,47.9,111,0,0,0,0,0,0
648,M00203,M,296.6,306.3,1465,38.0,173,0,0,0,0,0,0
649,M00204,M,299.3,309.8,1579,44.6,231,0,0,0,0,0,0
650,L00319,L,295.3,305.0,1379,24.3,48,0,0,0,0,0,0
651,L00320,L,303.6,312.4,1310,44.6,175,0,0,0,0,0,0
652,H00128,H,301.2,311.1,1413,42.2,1,0,0,0,0,0,0
653,M00205,M,298.7,309.8,1538,37.4,202,0,0,0,0,0,0
654,L00321,L,297.8,307.8,1615,27.7,70,0,0,0,0,0,0
655,H00129,H,302.1,312.1,1560,42.2,9,0,0,0,0,0,0
656,L00322,L,297.8,307.4,1312,47.2,99,0,0,0,0,0,0
657,H00130,H,298.0,307.1,1867,34.7,225,0,0,0,0,0,0
658,L00323,L,298.5,307.5,1566,34.9,58,0,0,0,0,0,0
659,M00206,M,300.2,308.6,1375,47.9,72,0,0,0,0,0,0
660,L00324,L,301.2,312.4,1584,57.1,42,0,0,0,0,0,0
661,L00325,L,302.4,312.8,1551,49.4,248,0,0,0,0,0,0
662,H00131,H,302.1,312.2,1464,42.3,109,0,0,0,0,0,0
663,L00326,L,300.0,310.3,1441,37.6,239,0,0,0,0,0,0
664,L00327,L,302.0,312.4,1696,39.7,23,0,0,0,0,0,0
665,L00328,L,298.7,307.9,1845,26.7,113,0,0,0,0,0,0
666,M00207,M,296.4,306.0,1168,38.5,119,0,0,0,0,0,0
667,H00132,H,298.7,308.2,1746,51.2,64,0,0,0,0,0,0
668,H00133,H,298.4,310.4,1503,40.4,125,0,0,0,0,0,0
669,L00329,L,298.7,309.8,1547,33.7,88,0,0,0,0,0,0
670,L00330,L,298.1,308.2,1770,32.8,62,0,0,0,0,0,0
671,L00331,L,299.1,310.4,1168,39.7,92,0,0,0,0,0,0
672,M00208,M,301.2,312.5,1662,27.7,160,0,0,0,0,0,0
673,H00134,H,303.4,312.0,1756,30.9,118,0,0,0,0,0,0
674,M00209,M,296.5,306.3,1362,55.3,103,0,0,0,0,0,0
675,M00210,M,297.4,307.4,1221,29.6,215,0,0,0,0,0,0
676,L00332,L,298.4,309.0,1827,32.0,163,0,0,0,0,0,0
677,H00135,H,301.5,311.3,1168,42.9,161,0,0,0,0,0,0
678,L00333,L,299.6,309.5,1583,35.6,56,0,0,0,0,0,0
679,L00334,L,298.6,308.1,1704,40.9,189,0,0,0,0,0,0
680,L00335,L,301.4,312.5,1579,48.6,9,0,0,0,0,0,0
681,L00336,L,301.9,310.5,1612,24.5,54,0,0,0,0,0,0
682,L00337,L,300.0,309.5,1446,47.5,104,0,0,0,0,0,0
683,L00338,L,298.4,306.5,1592,34.2,224,0,0,0,0,0,0
684,L00339,L,300.5,309.5,1358,37.1,7,0,0,0,0,0,0
685,M00211,M,299.5,309.9,1384,59.2,112,0,0,0,0,0,0
686,L00340,L,299.5,309.9,1507,26.0,30,0,0,0,0,0,0
687,L00341,L,299.0,308.7,1192,45.9,58,0,0,0,0,0,0
688,H00136,H,301.8,313.0,1615,51.3,102,0,0,0,0,0,0
689,M00212,M,300.5,311.9,1168,33.2,24,0,0,0,0,0,0
690,M00213,M,302.1,312.0,1572,33.3,209,0,0,0,0,0,0
691,L00342,L,302.7,312.9,1591,36.3,20,0,0,0,0,0,0
692,H00137,H,300.9,310.5,1341,33.1,148,0,0,0,0,0,0
693,L00343,L,299.0,309.6,1253,40.7,41,0,0,0,0,0,0
694,L00344,L,302.1,310.9,1418,48.9,26,0,0,0,0,0,0
695,H00138,H,300.9,312.7,1627,36.4,117,0,0,0,0,0,0
696,M00214,M,304.0,315.1,1569,49.3,87,0,0,0,0,0,0
697,M00215,M,300.6,309.4,1277,54.0,11,0,0,0,0,0,0
698,M00216,M,301.4,310.6,1521,44.3,16,0,0,0,0,0,0
699,M00217,M,300.6,311.0,1552,45.3,75,0,0,0,0,0,0
700,L00345,L,299.8,309.5,1543,34.1,198,0,0,0,0,0,0
701,L00346,L,299.5,310.0,1302,13.8,215,0,0,0,0,0,0
702,L00347,L,300.6,310.2,1531,45.9,16,0,0,0,0,0,0
703,L00348,L,301.0,312.6,1683,48.0,43,0,0,0,0,0,0
704,H00139,H,302.3,312.3,1607,42.4,85,0,0,0,0,0,0
705,L00349,L,300.6,312.6,1582,49.1,164,0,0,0,0,0,0
706,M00218,M,299.1,309.7,1828,34.5,72,0,0,0,0,0,0
707,M00219,M,299.3,308.0,1533,45.2,56,0,0,0,0,0,0
708,M00220,M,297.4,309.4,1331,54.7,148,0,0,0,0,0,0
709,L00350,L,303.3,314.4,1332,46.7,172,0,0,0,0,0,0
710,L00351,L,298.9,309.3,1535,53.4,123,0,0,0,0,0,0
711,H00140,H,301.9,312.6,1212,53.5,169,0,0,0,0,0,0
712,M00221,M,300.6,309.4,1437,27.8,1,0,0,0,0,0,0
713,H00141,H,300.6,308.8,1592,47.2,82,0,0,0,0,0,0
714,H00142,H,299.8,309.7,1734,33.7,154,0,0,0,0,0,0
715,M00222,M,298.4,309.8,1191,28.9,164,0,0,0,0,0,0
716,L00352,L,298.1,308.5,1519,37.1,49,0,0,0,0,0,0
717,M00223,M,303.5,315.2,1486,57.5,84,0,0,0,0,0,0
718,L00353,L,300.2,311.5,1507,34.6,57,0,0,0,0,0,0
719,M00224,M,302.3,312.3,1528,22.4,227,0,0,0,0,0,0
720,H00143,H,302.8,314.0,1493,25.6,74,0,0,0,0,0,0
721,M00225,M,299.2,310.7,1778,44.8,223,0,0,0,0,0,0
722,L00354,L,300.8,310.8,1748,32.4,223,0,0,0,0,0,0
723,L00355,L,300.1,309.9,1928,19.6,133,0,0,0,0,0,0
724,H00144,H,297.7,307.8,1497,25.9,220,0,0,0,0,0,0
725,L00356,L,299.6,307.6,1417,41.7,19,0,0,0,0,0,0
726,L00357,L,301.2,311.5,1306,47.8,31,0,0,0,0,0,0
727,L00358,L,299.0,309.7,1396,35.5,102,0,0,0,0,0,0
728,L00359,L,299.4,309.5,1642,46.5,175,0,0,0,0,0,0
729,L00360,L,299.7,310.0,1673,49.1,245,0,0,0,0,0,0
730,M00226,M,304.0,314.0,1635,32.2,118,0,0,0,0,0,0
731,L00361,L,296.3,304.3,1367,38.8,1,1,0,1,0,0,0
732,L00362,L,301.0,312.7,1368,34.0,45,0,0,0,0,0,0
733,L00363,L,299.5,309.1,1891,45.4,110,0,0,0,0,0,0
734,L00364,L,298.7,308.1,1333,33.9,174,0,0,0,0,0,0
735,L00365,L,299.4,310.8,1783,27.9,148,0,0,0,0,0,0
736,M00227,M,301.3,312.3,1580,40.5,221,0,0,0,0,0,0
737,L00366,L,301.4,311.7,1353,51.1,67,0,0,0,0,0,0
738,L00367,L,300.4,311.1,1263,45.1,136,0,0,0,0,0,0
739,L00368,L,302.2,311.0,1362,50.1,36,0,0,0,0,0,0
740,L00369,L,302.5,312.5,1583,49.2,163,0,0,0,0,0,0
741,L00370,L,301.6,312.9,1318,40.4,192,0,0,0,0,0,0
742,L00371,L,298.9,308.2,1810,34.0,129,0,0,0,0,0,0
743,H00145,H,301.0,310.0,1458,31.3,113,0,0,0,0,0,0
744,L00372,L,301.0,311.1,1640,24.1,47,0,0,0,0,0,0
745,M00228,M,298.4,308.5,1623,51.9,236,1,0,0,0,0,1
746,L00373,L,296.9,307.5,1824,36.7,153,0,0,0,0,0,0
747,L00374,L,296.0,304.6,1412,23.0,206,0,0,0,0,0,0
748,L00375,L,300.1,308.1,1521,52.3,6,0,0,0,0,0,0
749,M00229,M,300.6,311.5,1219,40.9,63,0,0,0,0,0,0
750,H00146,H,297.6,306.6,1520,49.7,122,0,0,0,0,0,0
